Date,Month,Day,Year,SWC
12/28/11,12,28,2011,2.2
12/27/11,12,27,2011,2.2
12/26/11,12,26,2011,2.2
12/25/11,12,25,2011,2.2
12/24/11,12,24,2011,2.2
12/23/11,12,23,2011,2.2
12/22/11,12,22,2011,2.1
12/21/11,12,21,2011,2.2
12/20/11,12,20,2011,2.1
12/19/11,12,19,2011,2.2
12/18/11,12,18,2011,2.2
12/17/11,12,17,2011,2.2
12/16/11,12,16,2011,2.2
12/15/11,12,15,2011,2.2
12/14/11,12,14,2011,2.1
12/13/11,12,13,2011,2.2
12/12/11,12,12,2011,2.2
12/11/11,12,11,2011,2
12/10/11,12,10,2011,2
12/09/11,12,9,2011,2
12/08/11,12,8,2011,2
12/07/11,12,7,2011,2
12/06/11,12,6,2011,1.9
12/05/11,12,5,2011,1.6
12/04/11,12,4,2011,1.9
12/03/11,12,3,2011,1.9
12/02/11,12,2,2011,1.9
12/01/11,12,1,2011,1.9
11/30/11,11,30,2011,2
11/29/11,11,29,2011,2
11/28/11,11,28,2011,2.2
11/27/11,11,27,2011,2.2
11/26/11,11,26,2011,2.1
11/25/11,11,25,2011,2.2
11/24/11,11,24,2011,2.1
11/23/11,11,23,2011,2
11/22/11,11,22,2011,1.8
11/21/11,11,21,2011,1.7
11/20/11,11,20,2011,1.5
11/19/11,11,19,2011,1.1
11/18/11,11,18,2011,0.8
11/17/11,11,17,2011,0.9
11/16/11,11,16,2011,0.9
11/15/11,11,15,2011,0.9
11/14/11,11,14,2011,0.9
11/13/11,11,13,2011,1
11/12/11,11,12,2011,1
11/11/11,11,11,2011,0.8
11/10/11,11,10,2011,0.8
11/09/11,11,9,2011,0.7
11/08/11,11,8,2011,0.7
11/07/11,11,7,2011,0.7
11/06/11,11,6,2011,0.6
11/05/11,11,5,2011,0.3
11/04/11,11,4,2011,0.3
11/03/11,11,3,2011,0
11/02/11,11,2,2011,-0.1
11/01/11,11,1,2011,-0.1
07/07/11,7,7,2011,1.8
07/06/11,7,6,2011,2
07/05/11,7,5,2011,2.3
07/04/11,7,4,2011,2.5
07/03/11,7,3,2011,2.9
07/02/11,7,2,2011,3.2
07/01/11,7,1,2011,3.6
06/30/11,6,30,2011,4
06/29/11,6,29,2011,4.3
06/28/11,6,28,2011,4.8
06/27/11,6,27,2011,5.4
06/24/11,6,24,2011,7.3
06/23/11,6,23,2011,8.4
06/22/11,6,22,2011,9.7
06/21/11,6,21,2011,10.7
06/20/11,6,20,2011,11.6
06/19/11,6,19,2011,12.5
06/18/11,6,18,2011,13.4
06/17/11,6,17,2011,14.3
06/16/11,6,16,2011,14.6
06/15/11,6,15,2011,15.8
06/14/11,6,14,2011,16.9
06/13/11,6,13,2011,18.6
06/12/11,6,12,2011,19.7
06/11/11,6,11,2011,21
06/10/11,6,10,2011,22.2
06/09/11,6,9,2011,23.2
06/08/11,6,8,2011,24.2
06/07/11,6,7,2011,24.9
06/06/11,6,6,2011,25.4
06/05/11,6,5,2011,25.8
06/04/11,6,4,2011,26
06/03/11,6,3,2011,26.6
06/02/11,6,2,2011,26.7
06/01/11,6,1,2011,26.8
05/31/11,5,31,2011,27.9
05/30/11,5,30,2011,28.1
05/29/11,5,29,2011,28.1
05/28/11,5,28,2011,28.2
05/27/11,5,27,2011,28.6
05/26/11,5,26,2011,29
05/25/11,5,25,2011,29.4
05/24/11,5,24,2011,30.2
05/23/11,5,23,2011,30.9
05/22/11,5,22,2011,31.6
05/21/11,5,21,2011,32.3
05/20/11,5,20,2011,32.8
05/19/11,5,19,2011,33
05/18/11,5,18,2011,32.8
05/17/11,5,17,2011,32.2
05/16/11,5,16,2011,32
05/15/11,5,15,2011,32.1
05/14/11,5,14,2011,32.7
05/13/11,5,13,2011,33.8
05/12/11,5,12,2011,34.6
05/11/11,5,11,2011,35.3
05/10/11,5,10,2011,35.7
05/09/11,5,9,2011,35.8
05/08/11,5,8,2011,36.4
05/07/11,5,7,2011,37.4
05/06/11,5,6,2011,38.5
05/05/11,5,5,2011,40
05/04/11,5,4,2011,40.9
05/03/11,5,3,2011,41.5
05/02/11,5,2,2011,42.5
05/01/11,5,1,2011,42
04/30/11,4,30,2011,43.3
04/29/11,4,29,2011,43.7
04/28/11,4,28,2011,44.2
04/27/11,4,27,2011,44.4
04/26/11,4,26,2011,45.1
04/25/11,4,25,2011,44
04/24/11,4,24,2011,43.4
04/23/11,4,23,2011,43.1
04/22/11,4,22,2011,43.3
04/21/11,4,21,2011,43.3
04/20/11,4,20,2011,43.3
04/19/11,4,19,2011,43.9
04/18/11,4,18,2011,44.3
04/17/11,4,17,2011,44.9
04/16/11,4,16,2011,45.4
04/15/11,4,15,2011,45.5
04/14/11,4,14,2011,45.6
04/13/11,4,13,2011,45.7
04/12/11,4,12,2011,45.9
04/11/11,4,11,2011,46
04/10/11,4,10,2011,45.9
04/09/11,4,9,2011,45.8
04/08/11,4,8,2011,45.7
04/07/11,4,7,2011,45.4
04/06/11,4,6,2011,45.5
04/05/11,4,5,2011,45.8
04/04/11,4,4,2011,46.5
04/03/11,4,3,2011,47
04/02/11,4,2,2011,47.4
04/01/11,4,1,2011,47.7
03/31/11,3,31,2011,48
03/30/11,3,30,2011,48.1
03/29/11,3,29,2011,48.1
03/28/11,3,28,2011,48
03/27/11,3,27,2011,47.6
03/26/11,3,26,2011,46.8
03/25/11,3,25,2011,46.3
03/24/11,3,24,2011,44.3
03/23/11,3,23,2011,42.9
03/22/11,3,22,2011,42.6
03/21/11,3,21,2011,41.9
03/20/11,3,20,2011,39.9
03/19/11,3,19,2011,38.6
03/18/11,3,18,2011,37.4
03/17/11,3,17,2011,37.1
03/16/11,3,16,2011,36.7
03/15/11,3,15,2011,35.6
03/14/11,3,14,2011,35.4
03/13/11,3,13,2011,34.8
03/12/11,3,12,2011,34.8
03/11/11,3,11,2011,34.9
03/10/11,3,10,2011,34.7
03/09/11,3,9,2011,34.5
03/08/11,3,8,2011,34.5
03/07/11,3,7,2011,34.2
03/06/11,3,6,2011,33.4
03/05/11,3,5,2011,33.2
03/04/11,3,4,2011,33
03/03/11,3,3,2011,32.9
03/02/11,3,2,2011,32
03/01/11,3,1,2011,31.7
02/28/11,2,28,2011,31.6
02/27/11,2,27,2011,31.4
02/26/11,2,26,2011,31.3
02/25/11,2,25,2011,29.8
02/24/11,2,24,2011,29.1
02/23/11,2,23,2011,29.3
02/22/11,2,22,2011,28.5
02/21/11,2,21,2011,28.5
02/20/11,2,20,2011,28.2
02/18/11,2,18,2011,26.6
02/17/11,2,17,2011,25.3
02/16/11,2,16,2011,23.9
02/15/11,2,15,2011,22.8
02/14/11,2,14,2011,22.5
02/13/11,2,13,2011,22.6
02/12/11,2,12,2011,22.6
02/11/11,2,11,2011,22.6
02/10/11,2,10,2011,22.6
02/09/11,2,9,2011,22.6
02/08/11,2,8,2011,22.7
02/07/11,2,7,2011,22.7
02/06/11,2,6,2011,22.7
02/05/11,2,5,2011,22.8
02/04/11,2,4,2011,22.8
02/03/11,2,3,2011,23
02/02/11,2,2,2011,23
02/01/11,2,1,2011,23.1
01/31/11,1,31,2011,22.8
01/28/11,1,28,2011,22.3
01/27/11,1,27,2011,22.3
01/26/11,1,26,2011,22.4
01/25/11,1,25,2011,22.4
01/24/11,1,24,2011,22.4
01/23/11,1,23,2011,22.5
01/22/11,1,22,2011,22.5
01/19/11,1,19,2011,22.6
01/18/11,1,18,2011,22.6
01/17/11,1,17,2011,22.7
01/16/11,1,16,2011,22.9
01/15/11,1,15,2011,22.9
01/14/11,1,14,2011,22.8
01/13/11,1,13,2011,22.9
01/12/11,1,12,2011,22.8
01/11/11,1,11,2011,22.6
01/10/11,1,10,2011,22.6
01/09/11,1,9,2011,22.7
01/08/11,1,8,2011,22.7
01/07/11,1,7,2011,22.7
01/06/11,1,6,2011,22.7
01/05/11,1,5,2011,22.6
01/04/11,1,4,2011,22.6
01/03/11,1,3,2011,22.6
01/02/11,1,2,2011,22.3
01/01/11,1,1,2011,21.6
12/31/10,12,31,2010,21.5
12/30/10,12,30,2010,21.5
12/29/10,12,29,2010,20.7
12/28/10,12,28,2010,18.7
12/27/10,12,27,2010,18.7
12/26/10,12,26,2010,18.4
12/25/10,12,25,2010,17.8
12/24/10,12,24,2010,17.7
12/23/10,12,23,2010,17.7
12/22/10,12,22,2010,17.3
12/21/10,12,21,2010,16.7
12/20/10,12,20,2010,15.7
12/19/10,12,19,2010,13
12/18/10,12,18,2010,10.7
12/17/10,12,17,2010,8.9
12/16/10,12,16,2010,8.8
12/15/10,12,15,2010,8.8
12/14/10,12,14,2010,7.9
12/13/10,12,13,2010,7.9
12/12/10,12,12,2010,8
12/11/10,12,11,2010,8.1
12/10/10,12,10,2010,8.3
12/09/10,12,9,2010,8.1
12/08/10,12,8,2010,7.9
12/07/10,12,7,2010,7.9
12/06/10,12,6,2010,7.7
12/05/10,12,5,2010,6.9
12/04/10,12,4,2010,6.8
12/03/10,12,3,2010,6.7
12/02/10,12,2,2010,6.4
12/01/10,12,1,2010,6.4
11/30/10,11,30,2010,6.4
11/29/10,11,29,2010,6.3
11/28/10,11,28,2010,6.2
11/27/10,11,27,2010,5.5
11/26/10,11,26,2010,5.4
11/25/10,11,25,2010,5.3
11/24/10,11,24,2010,5.3
11/23/10,11,23,2010,4.6
11/22/10,11,22,2010,3.9
11/21/10,11,21,2010,3
11/20/10,11,20,2010,1.7
07/12/10,7,12,2010,0
07/11/10,7,11,2010,0
07/10/10,7,10,2010,0
07/09/10,7,9,2010,0
07/08/10,7,8,2010,0
07/07/10,7,7,2010,0
07/06/10,7,6,2010,0
07/05/10,7,5,2010,0.1
07/04/10,7,4,2010,0.1
07/03/10,7,3,2010,0.2
07/02/10,7,2,2010,0.2
07/01/10,7,1,2010,0.3
06/30/10,6,30,2010,0.4
06/29/10,6,29,2010,0.5
06/28/10,6,28,2010,0.7
06/27/10,6,27,2010,0.9
06/26/10,6,26,2010,1.2
06/25/10,6,25,2010,1.4
06/24/10,6,24,2010,1.6
06/23/10,6,23,2010,2.4
06/22/10,6,22,2010,2.7
06/21/10,6,21,2010,3
06/20/10,6,20,2010,3.3
06/19/10,6,19,2010,3.8
06/18/10,6,18,2010,4.2
06/17/10,6,17,2010,4.6
06/16/10,6,16,2010,5.1
06/15/10,6,15,2010,5.7
06/14/10,6,14,2010,6.4
06/13/10,6,13,2010,6.9
06/12/10,6,12,2010,7.4
06/11/10,6,11,2010,8
06/10/10,6,10,2010,8.6
06/09/10,6,9,2010,9.5
06/08/10,6,8,2010,10.3
06/07/10,6,7,2010,11.5
06/06/10,6,6,2010,12.8
06/05/10,6,5,2010,14
06/04/10,6,4,2010,15.1
06/03/10,6,3,2010,16.6
06/02/10,6,2,2010,17.7
06/01/10,6,1,2010,18.6
05/31/10,5,31,2010,19.5
05/30/10,5,30,2010,20.5
05/29/10,5,29,2010,21
05/28/10,5,28,2010,21.1
05/27/10,5,27,2010,21
05/26/10,5,26,2010,21.1
05/25/10,5,25,2010,21.4
05/24/10,5,24,2010,21.5
05/23/10,5,23,2010,21.6
05/22/10,5,22,2010,21.6
05/21/10,5,21,2010,22
05/20/10,5,20,2010,23.3
05/19/10,5,19,2010,24
05/18/10,5,18,2010,24.5
05/17/10,5,17,2010,24.8
05/16/10,5,16,2010,25.8
05/15/10,5,15,2010,26.6
05/14/10,5,14,2010,27.2
05/13/10,5,13,2010,27.8
05/12/10,5,12,2010,28.1
05/11/10,5,11,2010,27.9
05/10/10,5,10,2010,27.4
05/09/10,5,9,2010,27.8
05/08/10,5,8,2010,28.4
05/07/10,5,7,2010,29.1
05/06/10,5,6,2010,29.7
05/05/10,5,5,2010,30.3
05/04/10,5,4,2010,31
05/03/10,5,3,2010,32
05/02/10,5,2,2010,32.6
05/01/10,5,1,2010,32.9
04/30/10,4,30,2010,32.8
04/29/10,4,29,2010,32.6
04/28/10,4,28,2010,32.1
04/27/10,4,27,2010,31.6
04/26/10,4,26,2010,32.1
04/25/10,4,25,2010,32.7
04/24/10,4,24,2010,33.1
04/23/10,4,23,2010,33
04/22/10,4,22,2010,32.8
04/21/10,4,21,2010,32.4
04/20/10,4,20,2010,31.8
04/19/10,4,19,2010,32.3
04/18/10,4,18,2010,32.8
04/17/10,4,17,2010,33.4
04/16/10,4,16,2010,33.6
04/15/10,4,15,2010,33.8
04/14/10,4,14,2010,33.7
04/13/10,4,13,2010,33.6
04/12/10,4,12,2010,33.1
04/11/10,4,11,2010,32.4
04/10/10,4,10,2010,32.6
04/09/10,4,9,2010,32.7
04/08/10,4,8,2010,32.9
04/07/10,4,7,2010,33.1
04/06/10,4,6,2010,32.9
04/05/10,4,5,2010,32.3
04/04/10,4,4,2010,31.2
04/03/10,4,3,2010,30.9
04/02/10,4,2,2010,30.3
04/01/10,4,1,2010,30.1
03/31/10,3,31,2010,29.8
03/30/10,3,30,2010,29.1
03/29/10,3,29,2010,29
03/28/10,3,28,2010,29.3
03/27/10,3,27,2010,29.3
03/26/10,3,26,2010,29.3
03/25/10,3,25,2010,29.1
03/24/10,3,24,2010,29.3
03/23/10,3,23,2010,29.5
03/22/10,3,22,2010,29.6
03/21/10,3,21,2010,29.5
03/20/10,3,20,2010,29.7
03/19/10,3,19,2010,30.1
03/18/10,3,18,2010,30.3
03/17/10,3,17,2010,30.4
03/16/10,3,16,2010,30.5
03/15/10,3,15,2010,30.5
03/14/10,3,14,2010,30.5
03/13/10,3,13,2010,30.4
03/12/10,3,12,2010,29.3
03/11/10,3,11,2010,29.1
03/10/10,3,10,2010,29
03/09/10,3,9,2010,28.8
03/08/10,3,8,2010,28.5
03/07/10,3,7,2010,28.5
03/06/10,3,6,2010,28.5
03/05/10,3,5,2010,28.4
03/04/10,3,4,2010,28.3
03/03/10,3,3,2010,27.3
03/02/10,3,2,2010,26.8
03/01/10,3,1,2010,26.7
02/28/10,2,28,2010,26.6
02/27/10,2,27,2010,26.3
02/26/10,2,26,2010,24.9
02/25/10,2,25,2010,24.7
02/24/10,2,24,2010,24
02/23/10,2,23,2010,23.1
02/22/10,2,22,2010,23
02/21/10,2,21,2010,22.7
02/20/10,2,20,2010,22.4
02/19/10,2,19,2010,22.4
02/18/10,2,18,2010,22.4
02/17/10,2,17,2010,22.4
02/16/10,2,16,2010,22.4
02/15/10,2,15,2010,22.4
02/14/10,2,14,2010,22.4
02/13/10,2,13,2010,22.4
02/12/10,2,12,2010,22.3
02/11/10,2,11,2010,22.2
02/10/10,2,10,2010,22.1
02/09/10,2,9,2010,22
02/08/10,2,8,2010,21.9
02/07/10,2,7,2010,21.8
02/06/10,2,6,2010,21.3
02/05/10,2,5,2010,20.7
02/04/10,2,4,2010,20
02/03/10,2,3,2010,20
02/02/10,2,2,2010,19.8
02/01/10,2,1,2010,19.7
01/31/10,1,31,2010,19.7
01/30/10,1,30,2010,19.6
01/29/10,1,29,2010,19.5
01/28/10,1,28,2010,19.5
01/27/10,1,27,2010,19.4
01/26/10,1,26,2010,19.2
01/25/10,1,25,2010,18.5
01/24/10,1,24,2010,18
01/23/10,1,23,2010,17.8
01/22/10,1,22,2010,17.4
01/21/10,1,21,2010,16.2
01/20/10,1,20,2010,14.2
01/19/10,1,19,2010,13.1
01/18/10,1,18,2010,11.1
01/17/10,1,17,2010,10.6
01/16/10,1,16,2010,10.5
01/15/10,1,15,2010,10.5
01/14/10,1,14,2010,10.4
01/13/10,1,13,2010,10.1
01/12/10,1,12,2010,9.2
01/11/10,1,11,2010,9.1
01/10/10,1,10,2010,9.1
01/09/10,1,9,2010,9.1
01/08/10,1,8,2010,9.1
01/07/10,1,7,2010,9.1
01/06/10,1,6,2010,9.1
01/05/10,1,5,2010,9.1
01/04/10,1,4,2010,9.1
01/03/10,1,3,2010,9.1
01/02/10,1,2,2010,9.1
01/01/10,1,1,2010,8.9
12/31/09,12,31,2009,8.7
12/30/09,12,30,2009,8.5
12/29/09,12,29,2009,8.1
12/28/09,12,28,2009,8
12/27/09,12,27,2009,7.9
12/26/09,12,26,2009,7.9
12/25/09,12,25,2009,7.9
12/24/09,12,24,2009,7.9
12/23/09,12,23,2009,7.8
12/22/09,12,22,2009,7.7
12/21/09,12,21,2009,7.1
12/20/09,12,20,2009,7
12/19/09,12,19,2009,7
12/18/09,12,18,2009,7
12/17/09,12,17,2009,7
12/16/09,12,16,2009,6.9
12/15/09,12,15,2009,6.6
12/14/09,12,14,2009,6.5
12/13/09,12,13,2009,6.1
12/12/09,12,12,2009,4
12/11/09,12,11,2009,3.2
12/10/09,12,10,2009,3
12/09/09,12,9,2009,3
12/08/09,12,8,2009,3
12/07/09,12,7,2009,2.4
12/06/09,12,6,2009,2.1
12/05/09,12,5,2009,2.1
12/04/09,12,4,2009,2
12/03/09,12,3,2009,2
12/02/09,12,2,2009,2
12/01/09,12,1,2009,2.1
11/30/09,11,30,2009,1.9
11/29/09,11,29,2009,2
11/28/09,11,28,2009,1.8
11/27/09,11,27,2009,1.3
11/26/09,11,26,2009,1.3
11/25/09,11,25,2009,1.3
11/24/09,11,24,2009,1.3
11/23/09,11,23,2009,1.3
11/22/09,11,22,2009,1.3
11/21/09,11,21,2009,1.2
11/20/09,11,20,2009,0.7
11/19/09,11,19,2009,0.7
11/18/09,11,18,2009,0.6
11/17/09,11,17,2009,0.6
11/16/09,11,16,2009,0.6
11/15/09,11,15,2009,0.5
11/14/09,11,14,2009,0.5
11/13/09,11,13,2009,0.6
11/12/09,11,12,2009,0.4
11/11/09,11,11,2009,0.3
11/10/09,11,10,2009,0.3
11/09/09,11,9,2009,0.3
11/08/09,11,8,2009,0.3
11/07/09,11,7,2009,0.3
11/06/09,11,6,2009,0.2
11/05/09,11,5,2009,0.2
11/04/09,11,4,2009,0.2
11/03/09,11,3,2009,0.2
11/02/09,11,2,2009,0.3
11/01/09,11,1,2009,0.3
10/31/09,10,31,2009,0.2
10/30/09,10,30,2009,0.3
10/29/09,10,29,2009,0.3
10/28/09,10,28,2009,0.3
10/27/09,10,27,2009,0.3
10/26/09,10,26,2009,0.3
10/25/09,10,25,2009,0.3
10/24/09,10,24,2009,0.3
10/23/09,10,23,2009,0.4
10/22/09,10,22,2009,0.4
10/21/09,10,21,2009,0.4
10/20/09,10,20,2009,0.4
10/19/09,10,19,2009,0.5
10/18/09,10,18,2009,0.5
10/17/09,10,17,2009,0.6
10/16/09,10,16,2009,0.8
10/15/09,10,15,2009,0.9
10/14/09,10,14,2009,1.1
10/13/09,10,13,2009,0
10/12/09,10,12,2009,0
10/11/09,10,11,2009,0
10/10/09,10,10,2009,0
10/09/09,10,9,2009,0
10/08/09,10,8,2009,0
10/07/09,10,7,2009,0
10/06/09,10,6,2009,0
10/05/09,10,5,2009,0
10/04/09,10,4,2009,-0.1
10/03/09,10,3,2009,-0.1
10/02/09,10,2,2009,-0.1
10/01/09,10,1,2009,-0.1
06/11/09,6,11,2009,0.4
06/10/09,6,10,2009,0.4
06/09/09,6,9,2009,0.5
06/08/09,6,8,2009,0.6
06/07/09,6,7,2009,0.7
06/06/09,6,6,2009,0.7
06/05/09,6,5,2009,0.7
06/04/09,6,4,2009,0.8
06/03/09,6,3,2009,0.8
06/02/09,6,2,2009,0.9
06/01/09,6,1,2009,1
05/31/09,5,31,2009,1.1
05/30/09,5,30,2009,1.2
05/29/09,5,29,2009,1.4
05/28/09,5,28,2009,1.6
05/27/09,5,27,2009,1.8
05/26/09,5,26,2009,2
05/25/09,5,25,2009,2.3
05/24/09,5,24,2009,2.7
05/23/09,5,23,2009,3
05/22/09,5,22,2009,3.4
05/21/09,5,21,2009,3.8
05/20/09,5,20,2009,4.2
05/19/09,5,19,2009,4.7
05/18/09,5,18,2009,5.2
05/17/09,5,17,2009,5.8
05/16/09,5,16,2009,6.3
05/15/09,5,15,2009,7
05/14/09,5,14,2009,7.6
05/13/09,5,13,2009,8.1
05/12/09,5,12,2009,8.7
05/11/09,5,11,2009,9.5
05/10/09,5,10,2009,10.2
05/09/09,5,9,2009,11
05/08/09,5,8,2009,11.7
05/07/09,5,7,2009,12.3
05/06/09,5,6,2009,13
05/05/09,5,5,2009,13.8
05/04/09,5,4,2009,13.9
05/03/09,5,3,2009,14
05/02/09,5,2,2009,13.9
05/01/09,5,1,2009,13.9
04/30/09,4,30,2009,14.5
04/29/09,4,29,2009,14.9
04/28/09,4,28,2009,15.2
04/27/09,4,27,2009,15.6
04/26/09,4,26,2009,16
04/25/09,4,25,2009,16.2
04/24/09,4,24,2009,16.3
04/23/09,4,23,2009,17
04/22/09,4,22,2009,17.9
04/21/09,4,21,2009,18.8
04/20/09,4,20,2009,19.7
04/19/09,4,19,2009,20.6
04/18/09,4,18,2009,21.3
04/17/09,4,17,2009,21.9
04/16/09,4,16,2009,22
04/15/09,4,15,2009,22
04/14/09,4,14,2009,22.2
04/13/09,4,13,2009,22.5
04/12/09,4,12,2009,22.7
04/11/09,4,11,2009,22.8
04/10/09,4,10,2009,22.6
04/09/09,4,9,2009,22.2
04/08/09,4,8,2009,22
04/07/09,4,7,2009,22
04/06/09,4,6,2009,22.4
04/05/09,4,5,2009,22.6
04/04/09,4,4,2009,22.7
04/03/09,4,3,2009,22.7
04/02/09,4,2,2009,23.1
04/01/09,4,1,2009,23.7
03/31/09,3,31,2009,23.9
03/30/09,3,30,2009,24.1
03/29/09,3,29,2009,24.3
03/28/09,3,28,2009,24.7
03/27/09,3,27,2009,24.9
03/26/09,3,26,2009,25.1
03/25/09,3,25,2009,25.2
03/24/09,3,24,2009,25.2
03/23/09,3,23,2009,25.1
03/22/09,3,22,2009,24.4
03/21/09,3,21,2009,23.8
03/20/09,3,20,2009,24
03/19/09,3,19,2009,24.2
03/18/09,3,18,2009,24.4
03/17/09,3,17,2009,24.5
03/16/09,3,16,2009,24.5
03/15/09,3,15,2009,24.2
03/14/09,3,14,2009,24.3
03/13/09,3,13,2009,24.3
03/12/09,3,12,2009,24.3
03/11/09,3,11,2009,24.3
03/10/09,3,10,2009,24.2
03/09/09,3,9,2009,24.3
03/08/09,3,8,2009,24.2
03/07/09,3,7,2009,24.2
03/06/09,3,6,2009,24.1
03/05/09,3,5,2009,23.9
03/04/09,3,4,2009,23.3
03/03/09,3,3,2009,21.7
03/02/09,3,2,2009,20.5
03/01/09,3,1,2009,19.6
02/28/09,2,28,2009,19.5
02/27/09,2,27,2009,19.4
02/26/09,2,26,2009,19.2
02/25/09,2,25,2009,18.9
02/24/09,2,24,2009,18.8
02/23/09,2,23,2009,18.3
02/22/09,2,22,2009,17.4
02/21/09,2,21,2009,17.3
02/20/09,2,20,2009,17.2
02/19/09,2,19,2009,17.1
02/18/09,2,18,2009,16.9
02/17/09,2,17,2009,16.1
02/16/09,2,16,2009,15
02/15/09,2,15,2009,14.3
02/14/09,2,14,2009,13.8
02/13/09,2,13,2009,13
02/12/09,2,12,2009,12.8
02/11/09,2,11,2009,12.4
02/10/09,2,10,2009,12.1
02/09/09,2,9,2009,12
02/08/09,2,8,2009,11.2
02/07/09,2,7,2009,11
02/06/09,2,6,2009,10.5
02/05/09,2,5,2009,10.2
02/04/09,2,4,2009,10.1
02/03/09,2,3,2009,10.2
02/02/09,2,2,2009,10.1
02/01/09,2,1,2009,10.2
01/31/09,1,31,2009,10.1
01/30/09,1,30,2009,10.2
01/29/09,1,29,2009,10.2
01/28/09,1,28,2009,10.1
01/27/09,1,27,2009,10.1
01/26/09,1,26,2009,10
01/25/09,1,25,2009,9.7
01/24/09,1,24,2009,9.3
01/23/09,1,23,2009,8.9
01/22/09,1,22,2009,8.4
01/21/09,1,21,2009,8.2
01/20/09,1,20,2009,8.2
01/19/09,1,19,2009,8.3
01/18/09,1,18,2009,8.3
01/17/09,1,17,2009,8.3
01/16/09,1,16,2009,8.3
01/15/09,1,15,2009,8.4
01/14/09,1,14,2009,8.4
01/13/09,1,13,2009,8.4
01/12/09,1,12,2009,8.4
01/11/09,1,11,2009,8.4
01/10/09,1,10,2009,8.4
01/09/09,1,9,2009,8.4
01/08/09,1,8,2009,8.4
01/07/09,1,7,2009,8.4
01/06/09,1,6,2009,8.4
01/05/09,1,5,2009,8.3
01/04/09,1,4,2009,8.2
01/03/09,1,3,2009,8.2
01/02/09,1,2,2009,7.9
01/01/09,1,1,2009,7.8
12/31/08,12,31,2008,7.8
12/30/08,12,30,2008,7.7
12/29/08,12,29,2008,7.7
12/28/08,12,28,2008,7.6
12/27/08,12,27,2008,7.5
12/26/08,12,26,2008,7.5
12/25/08,12,25,2008,6.2
12/24/08,12,24,2008,4.9
12/23/08,12,23,2008,4.8
12/22/08,12,22,2008,4.5
12/21/08,12,21,2008,3.6
12/20/08,12,20,2008,3.4
12/19/08,12,19,2008,3.3
12/18/08,12,18,2008,2.9
12/17/08,12,17,2008,2.9
12/16/08,12,16,2008,2.8
12/15/08,12,15,2008,1.9
12/14/08,12,14,2008,1.2
12/13/08,12,13,2008,1
12/12/08,12,12,2008,0.9
12/11/08,12,11,2008,0.9
12/10/08,12,10,2008,0.8
12/09/08,12,9,2008,0.7
12/08/08,12,8,2008,0.7
12/07/08,12,7,2008,0.7
12/06/08,12,6,2008,0.7
12/05/08,12,5,2008,0.7
12/04/08,12,4,2008,0.7
12/03/08,12,3,2008,0.6
12/02/08,12,2,2008,0.6
12/01/08,12,1,2008,0.6
11/30/08,11,30,2008,0.6
11/29/08,11,29,2008,0.6
11/28/08,11,28,2008,0.6
11/27/08,11,27,2008,0.7
11/26/08,11,26,2008,0.6
11/25/08,11,25,2008,0.5
11/24/08,11,24,2008,0.5
11/23/08,11,23,2008,0.6
11/22/08,11,22,2008,0.6
11/21/08,11,21,2008,0.6
11/20/08,11,20,2008,0.6
11/19/08,11,19,2008,0.6
11/18/08,11,18,2008,0.7
11/17/08,11,17,2008,0.7
11/16/08,11,16,2008,0.8
11/15/08,11,15,2008,0.9
11/14/08,11,14,2008,1
11/13/08,11,13,2008,1.1
11/12/08,11,12,2008,1.2
11/11/08,11,11,2008,1.2
11/10/08,11,10,2008,1.3
11/09/08,11,9,2008,1.3
11/08/08,11,8,2008,1.1
11/07/08,11,7,2008,1.2
11/06/08,11,6,2008,1.2
11/05/08,11,5,2008,1.1
11/04/08,11,4,2008,1.1
11/03/08,11,3,2008,0.6
11/02/08,11,2,2008,0.5
11/01/08,11,1,2008,0.3
10/31/08,10,31,2008,0.1
10/20/08,10,20,2008,0
10/02/08,10,2,2008,0
10/01/08,10,1,2008,0
06/09/08,6,9,2008,0.3
06/08/08,6,8,2008,0.3
06/07/08,6,7,2008,0.5
06/06/08,6,6,2008,0.6
06/05/08,6,5,2008,0.8
06/04/08,6,4,2008,1
06/03/08,6,3,2008,1.2
06/02/08,6,2,2008,1.4
06/01/08,6,1,2008,1.6
05/31/08,5,31,2008,1.8
05/30/08,5,30,2008,2
05/29/08,5,29,2008,2.2
05/28/08,5,28,2008,2.2
05/27/08,5,27,2008,2.3
05/26/08,5,26,2008,2.3
05/25/08,5,25,2008,2.1
05/24/08,5,24,2008,1.9
05/23/08,5,23,2008,1.8
05/22/08,5,22,2008,1.8
05/21/08,5,21,2008,2
05/20/08,5,20,2008,2.4
05/19/08,5,19,2008,3.1
05/18/08,5,18,2008,3.7
05/17/08,5,17,2008,4.5
05/16/08,5,16,2008,5.3
05/15/08,5,15,2008,6.1
05/14/08,5,14,2008,6.8
05/13/08,5,13,2008,7.4
05/12/08,5,12,2008,7.8
05/11/08,5,11,2008,8.5
05/10/08,5,10,2008,9.1
05/09/08,5,9,2008,9.1
05/08/08,5,8,2008,10.4
05/07/08,5,7,2008,11.1
05/06/08,5,6,2008,12
05/05/08,5,5,2008,12.7
05/04/08,5,4,2008,13.2
05/03/08,5,3,2008,13.8
05/02/08,5,2,2008,14.4
05/01/08,5,1,2008,15
04/30/08,4,30,2008,15.5
